Date,Open,High,Low,Close,Volume
2019-12-09,63.810001373291016,65.3499984741211,62.91999816894531,63.20000076293945,178200
2019-12-10,63.25,66.98999786376953,62.630001068115234,65.94999694824219,254600
2019-12-11,66.55000305175781,67.06900024414062,62.95000076293945,65.16000366210938,252900
2019-12-12,64.69999694824219,66.0719985961914,61.0,61.540000915527344,181000
2019-12-13,62.04999923706055,63.209999084472656,60.61000061035156,60.970001220703125,113100
2019-12-16,61.25,62.91999816894531,61.029998779296875,61.9900016784668,203200
2019-12-17,62.36000061035156,62.66999816894531,61.38999938964844,62.02000045776367,178900
2019-12-18,62.040000915527344,71.9800033569336,61.584999084472656,69.70999908447266,365000
2019-12-19,69.55999755859375,69.55999755859375,56.470001220703125,61.72999954223633,785400
2019-12-20,64.61000061035156,74.96099853515625,63.220001220703125,73.81999969482422,1224000
2019-12-23,74.0,88.9800033569336,72.22100067138672,79.54000091552734,970100
2019-12-24,78.66000366210938,80.9800033569336,78.02999877929688,79.44000244140625,107300
2019-12-26,79.51000213623047,81.95999908447266,74.26000213623047,74.44999694824219,188700
2019-12-27,74.94000244140625,80.6500015258789,74.94000244140625,78.1500015258789,322500
2019-12-30,78.1500015258789,79.16000366210938,74.54000091552734,76.12999725341797,149600
2019-12-31,76.0,77.24500274658203,74.62000274658203,76.25,164800
2020-01-02,76.91000366210938,77.98999786376953,71.4800033569336,72.83000183105469,220200
2020-01-03,71.5199966430664,76.18800354003906,70.58000183105469,75.55999755859375,288300
2020-01-06,75.2699966430664,77.3499984741211,73.55999755859375,75.55000305175781,220600
2020-01-07,76.0,77.27999877929688,75.31999969482422,75.9800033569336,182400
2020-01-08,76.08999633789062,76.94999694824219,72.73999786376953,74.83999633789062,172100
2020-01-09,75.58000183105469,77.94000244140625,75.5,77.16999816894531,183600
2020-01-10,77.63999938964844,83.55000305175781,77.13400268554688,79.75,295800
2020-01-13,80.8499984741211,84.70999908447266,80.52400207519531,83.72000122070312,196800
2020-01-14,83.80999755859375,85.13999938964844,81.63999938964844,84.61000061035156,152100
2020-01-15,85.45999908447266,90.37000274658203,85.13999938964844,85.80000305175781,308000
2020-01-16,86.81999969482422,87.1500015258789,84.01000213623047,85.88999938964844,126000
2020-01-17,86.11000061035156,87.75800323486328,80.2699966430664,83.62999725341797,140700
2020-01-21,84.98999786376953,88.86000061035156,83.01000213623047,87.75,207500
2020-01-22,89.54000091552734,96.73799896240234,89.19999694824219,91.80999755859375,395200
2020-01-23,92.3499984741211,95.05999755859375,90.0,95.05999755859375,197300
2020-01-24,95.45999908447266,101.0,94.15799713134766,100.79000091552734,328100
2020-01-27,99.76000213623047,104.89299774169922,97.0199966430664,103.20999908447266,334900
2020-01-28,104.62000274658203,108.2699966430664,103.2979965209961,106.62000274658203,245400
2020-01-29,107.77999877929688,108.35900115966797,98.02999877929688,99.29000091552734,284800
2020-01-30,99.0,99.2699966430664,89.68000030517578,93.55000305175781,370200
2020-01-31,93.80000305175781,96.73999786376953,89.11000061035156,91.38999938964844,214700
2020-02-03,91.25,96.66400146484375,91.0,93.81999969482422,141200
2020-02-04,95.45999908447266,96.01000213623047,90.2249984741211,90.72000122070312,152500
2020-02-05,91.12999725341797,93.11199951171875,90.02999877929688,92.01000213623047,114300
2020-02-06,92.2699966430664,95.33000183105469,90.5250015258789,91.19000244140625,125800
2020-02-07,92.69999694824219,93.0,86.16000366210938,88.9800033569336,222500
2020-02-10,89.45999908447266,91.41999816894531,87.49500274658203,88.37000274658203,97700
2020-02-11,88.87000274658203,90.01000213623047,83.52999877929688,87.25,286700
2020-02-12,86.55999755859375,87.20999908447266,84.89900207519531,86.66000366210938,137700
2020-02-13,87.69999694824219,90.7699966430664,86.04000091552734,86.7699966430664,121900
2020-02-14,87.66999816894531,94.27999877929688,86.3499984741211,92.56999969482422,265600
2020-02-18,93.0,93.86000061035156,86.64600372314453,90.22000122070312,288200
2020-02-19,86.41000366210938,93.80000305175781,82.0999984741211,90.5999984741211,992300
2020-02-20,90.38999938964844,90.98999786376953,84.0,85.44000244140625,279000
2020-02-21,85.05999755859375,85.4749984741211,78.68000030517578,82.0,618400
2020-02-24,78.0999984741211,80.61000061035156,75.54000091552734,79.94999694824219,306500
2020-02-25,79.23999786376953,80.0,72.75,73.56999969482422,559800
2020-02-26,73.95999908447266,80.2300033569336,73.01000213623047,75.18000030517578,434300
2020-02-27,73.48999786376953,76.5,71.16999816894531,72.7300033569336,225800
2020-02-28,70.02999877929688,79.83000183105469,70.02999877929688,79.69999694824219,314600
2020-03-02,80.44000244140625,81.4800033569336,75.0199966430664,79.37000274658203,418700
2020-03-03,79.5199966430664,81.13999938964844,75.0,76.94999694824219,331800
2020-03-04,78.70999908447266,78.70999908447266,72.87000274658203,77.41999816894531,354800
2020-03-05,77.30000305175781,78.1729965209961,71.58999633789062,72.58999633789062,340100
2020-03-06,69.41999816894531,71.5,62.060001373291016,71.27999877929688,3934700
2020-03-09,63.52000045776367,68.31999969482422,62.5099983215332,65.29000091552734,721000
2020-03-10,65.94999694824219,67.18000030517578,60.900001525878906,66.5,921800
2020-03-11,62.90999984741211,64.0,57.40999984741211,60.7599983215332,1066300
2020-03-12,55.119998931884766,59.994998931884766,50.810001373291016,59.599998474121094,661300
2020-03-13,60.0,62.689998626708984,55.560001373291016,57.36000061035156,726100
2020-03-16,51.0,60.9900016784668,51.0,55.54999923706055,693500
2020-03-17,55.470001220703125,61.709999084472656,53.849998474121094,59.880001068115234,430700
2020-03-18,57.54999923706055,59.4900016784668,54.38999938964844,58.0,584500
2020-03-19,57.06999969482422,58.5,51.96500015258789,55.0,1125800
2020-03-20,53.779998779296875,56.779998779296875,52.5099983215332,55.779998779296875,1342500
2020-03-23,55.560001373291016,55.98500061035156,48.779998779296875,51.56999969482422,1261400
2020-03-24,53.75,57.810001373291016,53.75,57.11000061035156,694200
2020-03-25,57.0099983215332,62.59000015258789,55.18000030517578,59.9900016784668,535100
2020-03-26,60.0,63.9900016784668,59.9900016784668,61.040000915527344,307400
2020-03-27,60.400001525878906,62.099998474121094,59.25,59.9900016784668,148500
2020-03-30,61.15999984741211,63.84000015258789,58.05500030517578,62.79999923706055,418800
2020-03-31,63.36000061035156,63.36000061035156,60.31999969482422,62.31999969482422,286200
2020-04-01,59.79999923706055,60.959999084472656,57.0099983215332,58.38999938964844,424500
2020-04-02,58.119998931884766,60.650001525878906,56.810001373291016,59.7400016784668,344200
2020-04-03,59.45000076293945,61.400001525878906,58.040000915527344,58.689998626708984,422200
2020-04-06,59.130001068115234,62.5,59.130001068115234,62.27000045776367,628900
2020-04-07,62.959999084472656,63.04999923706055,58.11000061035156,60.849998474121094,607200
2020-04-08,60.33000183105469,64.55000305175781,59.36000061035156,64.31999969482422,494400
2020-04-09,64.98999786376953,66.30599975585938,62.777000427246094,65.91999816894531,595100
2020-04-13,66.4000015258789,67.4800033569336,62.70000076293945,64.88999938964844,353100
2020-04-14,64.22000122070312,67.0,62.869998931884766,66.75,949900
2020-04-15,66.12000274658203,67.4800033569336,64.6500015258789,66.80000305175781,396300
2020-04-16,67.4800033569336,68.72000122070312,66.26000213623047,68.5,452100
2020-04-17,69.4800033569336,71.91000366210938,69.27999877929688,71.16000366210938,676000
2020-04-20,68.41999816894531,74.9800033569336,67.75,74.19999694824219,692400
2020-04-21,74.4800033569336,75.41999816894531,73.54499816894531,74.58000183105469,738500
2020-04-22,76.56999969482422,76.56999969482422,75.01000213623047,76.0,647800
2020-04-23,75.4000015258789,76.41999816894531,72.81999969482422,73.94000244140625,631900
2020-04-24,73.08000183105469,74.5199966430664,72.7750015258789,74.0,701700
2020-04-27,75.0,76.7699966430664,74.08999633789062,76.19000244140625,1117800
2020-04-28,76.72000122070312,77.44000244140625,75.30500030517578,76.26000213623047,522200
2020-04-29,77.4000015258789,82.36000061035156,76.25,81.75,1096200
2020-04-30,81.05999755859375,82.4000015258789,78.66000366210938,79.87000274658203,577000
2020-05-01,78.51000213623047,79.80000305175781,76.01000213623047,78.41000366210938,614000
2020-05-04,78.33000183105469,78.94000244140625,76.81999969482422,77.91000366210938,360200
2020-05-05,79.12999725341797,80.13899993896484,77.58999633789062,78.16999816894531,664100
2020-05-06,78.29000091552734,79.5,77.02999877929688,78.69999694824219,352100
2020-05-07,79.51000213623047,81.47000122070312,78.40499877929688,80.80999755859375,599300
2020-05-08,80.9800033569336,84.4000015258789,80.5,82.95999908447266,532900
2020-05-11,83.0,85.12000274658203,82.08000183105469,82.0999984741211,786100
2020-05-12,79.55000305175781,83.0,74.0,82.58999633789062,1392400
2020-05-13,81.01000213623047,83.5,78.37000274658203,80.08000183105469,948600
2020-05-14,74.52999877929688,79.37000274658203,72.36000061035156,78.97000122070312,1387800
2020-05-15,78.08000183105469,80.0,77.5999984741211,77.94999694824219,520300
2020-05-18,78.0,80.97000122070312,76.91999816894531,77.19999694824219,879500
2020-05-19,77.30000305175781,79.71399688720703,77.30000305175781,78.19999694824219,1019600
2020-05-20,79.0,80.5,77.70999908447266,78.0,1054300
2020-05-21,78.16000366210938,78.47000122070312,75.33000183105469,76.0,512800
2020-05-22,75.58999633789062,75.58999633789062,72.04000091552734,74.8499984741211,1056000
2020-05-26,75.88999938964844,78.79000091552734,74.8499984741211,76.0,690600
2020-05-27,75.69999694824219,78.0,74.01000213623047,77.66000366210938,535600
2020-05-28,78.27999877929688,79.38999938964844,76.26000213623047,76.29000091552734,357700
2020-05-29,76.55999755859375,78.19000244140625,76.01000213623047,77.97000122070312,877000
2020-06-01,77.9800033569336,82.36000061035156,76.59500122070312,81.94999694824219,1226700
2020-06-02,81.91000366210938,82.23799896240234,79.94999694824219,80.5,776600
2020-06-03,81.16999816894531,86.9000015258789,80.5999984741211,85.91000366210938,1656000
2020-06-04,84.41000366210938,84.75,78.5199966430664,79.69999694824219,1288300
2020-06-05,80.26000213623047,82.52999877929688,78.68000030517578,82.37999725341797,722800
2020-06-08,83.29000091552734,83.31999969482422,80.59500122070312,81.0,1183900
2020-06-09,80.91000366210938,85.52999877929688,80.41999816894531,83.08999633789062,678500
2020-06-10,83.54000091552734,86.16000366210938,83.54000091552734,85.5,604100
2020-06-11,84.1500015258789,85.20999908447266,81.56600189208984,81.98999786376953,600100
2020-06-12,83.16000366210938,84.88999938964844,80.9000015258789,83.26000213623047,894500
